Site,Plant,Sex,Individual,PhenotypeA,PhenotypeB
Site 15,2,Female,8,1.2378914052505066,2.8871394725594888
Site 15,2,Male,9,1.4455996964283053,2.02493291599803
Site 15,2,Male,10,1.7915835946201117,1.5659565657570536
Site 15,2,Male,11,1.9623085579078183,1.6610942512081361
Site 15,2,Male,12,1.3610431082691457,2.687922342468485
Site 15,2,Male,13,1.0967030994200138,2.3363863460682786
Site 15,2,Male,14,0.7317225759767902,2.297308507079425
Site 15,2,Male,15,0.9868533094368538,1.9133294876839337
Site 15,2,Male,16,0.7234498474535851,1.8805860988044216
Site 15,2,Female,17,1.498570839133467,1.4492858343300914
Site 15,2,Female,18,0.6236454394221642,1.5260103225276958
Site 15,2,Male,19,1.5239766537614274,1.955816646164198
Site 15,2,Male,20,0.8890040297043498,2.0542199635026352
Site 15,3,Female,1,0.8108178774360957,2.0487432507022283
Site 15,3,Male,2,0.9654416126402182,2.5058979768690195
Site 15,3,Male,3,1.1614274540418854,2.207585171831569
Site 15,3,Male,4,0.9678966022498527,2.088284787467782
Site 15,3,Male,5,1.387739733120823,2.140047537766778
Site 15,3,Male,6,1.177719247494416,2.120234557528395
Site 15,3,Female,7,1.4148991658578571,2.5399488935540098
Site 15,3,Female,8,1.0560491137917776,2.115611724011052
Site 15,3,Male,9,1.3257178627687234,2.134219208493704
Site 15,3,Male,10,1.8915127307368729,1.3947289895037125
Site 15,3,Male,11,1.17296085575467,0.9396483148954113
Site 15,3,Male,12,1.0639662901590272,1.827209332567081
Site 15,3,Female,13,0.8889061968045407,2.4672645971384024
Site 15,3,Female,14,1.1337284538544279,2.1163111402635484
Site 15,3,Male,15,0.7690549030316657,1.8459382195499623
Site 15,3,Male,16,1.7344959079014093,2.44336520805599
Site 15,3,Female,17,1.7720629120628266,2.4096065123575032
Site 15,3,Female,18,1.2557596202603938,1.3010417535914125
Site 15,3,Female,19,1.156876021113953,1.908485832584232
Site 15,3,Female,20,1.3330786172966294,1.716086200431122
Site 15,4,Female,1,1.8541185744635258,1.9915987140074567
Site 15,4,Female,2,0.6414901084530715,2.4541685972799696
Site 15,4,Female,3,0.9247292500840496,2.1877937343488445
Site 15,4,Female,4,0.9628360231760504,2.793413015773366
Site 15,4,Female,5,1.0198296948710661,1.4575417412368714
Site 15,4,Male,6,1.197790479506084,2.5119869061988394
Site 15,4,Male,7,1.4386083938213043,1.8680622496049049
Site 15,4,Female,8,1.158037474738574,2.388684905978435
Site 15,4,Female,9,0.8952272238417462,2.493488059776448
Site 15,4,Male,10,1.417781454357426,2.143975612659789
Site 15,4,Female,11,1.7621670164109489,1.8500338750304655
Site 15,4,Female,12,1.4462684416282252,2.192330752350213
Site 15,4,Female,13,1.8834850504678002,1.739469784671766
Site 15,4,Male,14,1.5430839138588746,1.6803236275463576
Site 15,4,Female,15,0.9220036795411236,1.5835628093609426
Site 15,4,Female,16,1.7688991304661073,2.0986662723556906
Site 15,4,Female,17,1.0455815782712707,1.7674320072105452
Site 15,4,Female,18,1.0998692241184185,2.117340105645042
Site 15,4,Male,19,1.9377562504402017,1.9422586426902537
Site 15,4,Male,20,1.7887416502141789,1.7944843742641645
Site 15,5,Female,1,1.4300973275745645,1.9354842556045624
Site 15,5,Male,2,0.9232971300528874,2.3593823839767643
Site 15,5,Male,3,1.2539379245131272,2.1661636845786774
Site 15,5,Male,4,1.0957330785620876,1.7168470777023732
Site 15,5,Female,5,1.7020909673668383,1.833222015713404
Site 15,5,Female,6,1.7196421213567987,1.9052957553812322
Site 15,5,Male,7,1.4098978875572992,1.9011164463331072
Site 15,5,Male,8,1.7692308736289415,2.0214727649832915
Site 15,5,Male,9,1.4909971736736924,2.2954202918547004
Site 15,5,Female,10,1.589321073240527,1.65155824317187
Site 15,5,Male,11,0.993648701228403,2.0608780941153237
Site 15,5,Female,12,1.029913517759422,1.812843562502888
Site 15,5,Female,13,1.2689116477915687,1.8519314642087286
Site 15,5,Female,14,2.0737919587527065,1.2610831675449643
Site 15,5,Female,15,1.3419701758703688,1.754107091707102
Site 15,5,Female,16,1.3367774021634182,1.6486551055183
Site 15,5,Male,17,0.8126621458849801,1.9239315944528224
Site 15,5,Female,18,0.6073625399570879,2.560355689534629
Site 15,5,Male,19,1.006573758191906,1.9417920045760688
Site 15,5,Male,20,1.583282129279294,2.4454324179519795
Site 16,1,Male,1,1.711922734871016,2.9906465969977893
Site 16,1,Male,2,2.4151783499554775,2.6407047100428658
Site 16,1,Male,3,1.9949400046978092,2.406605051860887
Site 16,1,Female,4,2.801865923448485,3.5581959605381988
Site 16,1,Male,5,2.327340056176786,2.4280377544149347
Site 16,1,Female,6,2.479900187310359,3.5903162397966373
Site 16,1,Female,7,3.6234569692500767,2.30324876252281
Site 16,1,Female,8,2.834061542726878,2.129200935407878
Site 16,1,Female,9,1.3146948699320096,2.851798474086478
Site 16,1,Male,10,2.459206202333248,2.8730342378377527
Site 16,1,Male,11,2.4149543700840774,3.021203156092731
Site 16,1,Female,12,2.758799922589724,3.2499385601323985
Site 16,1,Female,13,2.3949686965600376,2.8690812126011034
Site 16,1,Female,14,3.2058845577535418,3.0950401057591788
Site 16,1,Male,15,1.8352790816540727,3.3104203887516928
Site 16,1,Male,16,2.6502593404706767,3.3697791433952444
Site 16,1,Female,17,2.542489324069543,2.514507872297813
Site 16,1,Female,18,2.641249230403759,2.992886281232316
Site 16,1,Male,19,2.360401484037977,2.2465995838248265
Site 16,1,Female,20,2.930857970718068,2.680797798014146
Site 16,2,Male,1,3.0752976297655428,2.614604790063754
Site 16,2,Female,2,1.8343381223238113,3.5450050776856394
Site 16,2,Female,3,2.9250698764380574,2.5971984823153567
Site 16,2,Female,4,2.4912761637587195,2.1643097270480443
Site 16,2,Female,5,1.9214732721963963,2.2884914490694563
Site 16,2,Female,6,2.94939306046703,3.392042285415319
Site 16,2,Male,7,2.2423352047411327,2.9404364779120122
Site 16,2,Female,8,2.340294969643112,2.344622008726252
Site 16,2,Male,9,1.5186335371885276,3.0154033643944653
Site 16,2,Male,10,1.6865685416577392,2.756699971730188
Site 16,2,Male,11,2.616214272030699,2.621272922780315
Site 16,2,Male,12,2.214902846450832,2.9645236996925393
Site 16,2,Male,13,2.113261674366206,1.7158027160460172
Site 16,2,Female,14,3.107970664556582,3.37596401587325
Site 16,2,Male,15,1.693764213504297,2.8034025888213567
Site 16,2,Male,16,2.2304764865669715,2.1156135638015785
Site 16,2,Male,17,1.8491221208468855,2.517501925574714
Site 16,2,Male,18,2.629978825233656,1.9545826802041755
Site 16,2,Male,19,2.704542370842789,2.4184369686207403
Site 16,2,Male,20,2.044165788305903,2.981164100562769
Site 16,3,Male,1,2.018244622280004,1.9823681505572344
Site 16,3,Female,2,2.7405574688378254,2.544757070588817
Site 16,3,Female,3,3.3197805970567176,3.0291919336116515
Site 16,3,Female,4,3.0038839105603508,2.7736416014505876
Site 16,3,Female,5,2.468371438394598,2.3669231556013832
Site 16,3,Female,6,1.914561530981068,2.9419516904720413
Site 16,3,Female,7,2.3730269808805327,3.6795763229847025
Site 16,3,Female,8,2.5277326682036763,2.4698298113923016
Site 16,3,Female,9,2.452768591815982,3.0605151765211343
Site 16,3,Male,10,1.6993463715957082,3.315131181838143
Site 16,3,Male,11,2.0533763677266204,2.3405980101140957
Site 16,3,Female,12,1.56218711524815,2.7300369689870676
Site 16,3,Male,13,2.6048394836568916,2.5393181562762956
Site 16,3,Female,14,2.680816227430018,2.752631683905154
Site 16,3,Male,15,2.798920816153128,2.5008788781224722
Site 16,3,Male,16,2.5758424525187533,2.272385269004675
Site 16,3,Female,17,3.075121629365402,2.930811247589112
Site 16,3,Female,18,2.020574138308192,2.566743577394104
Site 16,3,Male,19,2.471473596151008,2.7442222147892466
Site 16,3,Male,20,2.711494370671677,2.6913451372618717
Site 16,4,Female,1,2.05022063635385,2.9896494115599364
Site 16,4,Male,2,2.4385886319555867,2.4947868210039217
Site 16,4,Male,3,2.359898323979295,2.503272010990894
Site 16,4,Male,4,2.2277277719347293,2.507000039572919
Site 16,4,Male,5,1.220085511346224,2.7600827758089546
Site 16,4,Female,6,2.752674896867909,2.8302747207449417
Site 16,4,Male,7,2.6930759283393195,2.4324002850067807
Site 16,4,Male,8,2.415011133525522,2.5996121319053276
Site 16,4,Male,9,1.5762857809273894,2.100192761862482
Site 16,4,Female,10,2.6951398124007406,2.534481197539017
Site 16,4,Female,11,3.0033490763559447,1.722194654988716
Site 16,4,Male,12,3.38403306541926,2.3144081090674957
Site 16,4,Female,13,2.672121680657329,2.365505966759996
Site 16,4,Male,14,2.3245131077925842,2.707463171939972
Site 16,4,Female,15,2.279860873910672,2.5182515254539712
Site 16,4,Male,16,3.128846703929039,2.5763436238493522
Site 16,4,Male,17,2.2435368400360765,2.8194393983092363
Site 16,4,Male,18,2.4777500711623994,2.311881122601713
Site 16,4,Female,19,2.1125105083193887,3.427749401522485
Site 16,4,Male,20,2.3515670797526784,1.8931845553026134
Site 16,5,Male,1,1.7772384885561725,2.372504979641351
Site 16,5,Female,2,2.207889465360424,3.3519359182802595
Site 16,5,Male,3,2.3952286543475347,3.600418700639771
Site 16,5,Male,4,2.444013703729942,1.701740659531484
Site 16,5,Female,5,2.3015270096249245,3.8055151815324004
Site 16,5,Female,6,2.448808646066461,1.7827083134066446
Site 16,5,Female,7,1.2684416233249183,2.086786010314253
Site 16,5,Male,8,1.8053048797864704,2.7354399605254733
Site 16,5,Male,9,1.9724107168328753,2.1009167879510655
Site 16,5,Male,10,2.351927072079059,2.725219317065368
Site 16,5,Female,11,2.3887703498103865,2.9655369381330936
Site 16,5,Female,12,2.4936930583913104,2.147001328077491
Site 16,5,Male,13,2.260756837888473,2.2604662243330638
Site 16,5,Female,14,2.8016397376735362,2.805375038720133
Site 16,5,Female,15,2.8747600877134616,2.1885651197979583
Site 16,5,Female,16,2.4474867058330134,2.648579802865507
Site 16,5,Male,17,1.52513728389034,3.2439271347969356
Site 16,5,Female,18,2.32523672756628,2.7830724019209447
Site 16,5,Male,19,3.106654640947371,2.6499857498671626
Site 16,5,Male,20,1.6653581478619068,2.0613728527341655
Site 17,1,Male,1,3.051030258617996,4.131011540464096
Site 17,1,Male,2,1.690595602426742,4.610635313122973
Site 17,1,Female,3,2.374374583993013,3.7783628010250627
Site 17,1,Male,4,2.276158793542831,4.021761680514343
Site 17,1,Female,5,2.819756359068391,3.5594716920964222
Site 17,1,Male,6,2.776224207257306,3.5370042482832194
Site 17,1,Male,7,2.873633592667423,3.9217395623959264
Site 17,1,Male,8,2.0143694771293155,3.1042375906149555
Site 17,1,Male,9,2.1247669860112155,2.810739650333494
Site 17,1,Male,10,2.4968152846758795,3.8356335290312322
Site 17,1,Male,11,1.804571594292323,4.187946903346176
Site 17,1,Female,12,2.685142383630738,3.5433140336360927
Site 17,1,Male,13,2.0386805749894217,3.2374006109581837
Site 17,1,Male,14,1.669570634631151,3.0464491839997083
Site 17,1,Male,15,2.5442014720412005,3.246333134486636
Site 17,1,Female,16,2.2360528946325227,3.137221269576827
Site 17,1,Female,17,3.380641429724615,3.5890872904231714
Site 17,1,Female,18,2.3778848882358314,3.2467369408702473
Site 17,1,Female,19,3.1987604316713494,3.3965831726132283
Site 17,1,Male,20,2.1251598934634264,3.243799451124107
Site 17,2,Female,1,3.3041046428958287,4.412406554872759
Site 17,2,Female,2,2.388926090544859,3.1447630098228125
Site 17,2,Male,3,1.9923887145362518,2.98368399411756
Site 17,2,Male,4,2.0590480542592138,3.6325422864709194
Site 17,2,Female,5,1.291505226228998,2.825704347678067
Site 17,2,Female,6,2.7353801061273755,4.443197462855995
Site 17,2,Male,7,3.077595508314282,3.2792979594711666
Site 17,2,Male,8,2.6442905181059766,3.5475844403334182
Site 17,2,Male,9,2.054665765279018,3.0409977046602434
Site 17,2,Male,10,3.0587102512377204,3.674041415392938
Site 17,2,Female,11,2.734235920496866,3.2865023447121766
Site 17,2,Male,12,2.811044431572614,2.767682135403132
Site 17,2,Male,13,2.7274664443635612,3.296828018807832
Site 17,2,Female,14,2.1672868673939423,2.9974558876321478
Site 17,2,Female,15,1.4591840854470153,3.526780106915516
Site 17,2,Female,16,2.0918237424374877,3.03706729688952
Site 17,2,Female,17,1.4992290945941193,3.2268767800294933
Site 17,2,Male,18,2.2801942303038634,2.734184412470931
Site 17,2,Female,19,1.9928227884915954,3.870854342098913
Site 17,2,Male,20,2.1295656041940223,3.4096669008849028
Site 17,3,Male,1,1.9167564720040702,4.007239507456544
Site 17,3,Female,2,2.1656201988915784,2.841944165676569
Site 17,3,Female,3,1.9397543581922854,3.50243650553358
Site 17,3,Female,4,1.9320949211888192,3.6315278858161975
Site 17,3,Male,5,2.6686693510617885,3.87617319032418
Site 17,3,Female,6,2.68029968712621,2.6369007518732066
Site 17,3,Male,7,2.8285385401784486,3.280184012956983
Site 17,3,Male,8,2.0561789555357373,4.428897802434004
Site 17,3,Female,9,2.4314484081439915,3.7885219048580474
Site 17,3,Male,10,2.4436437133347355,3.888701976196014
Site 17,3,Female,11,0.9936693335389606,3.9012768093161223
Site 17,3,Male,12,2.179111674245176,4.29878773872715
Site 17,3,Male,13,2.0803151771811024,4.77270240792954
Site 17,3,Female,14,2.608674418649142,3.8542345949127124
Site 17,3,Female,15,3.0450189653124426,4.037940293130952
Site 17,3,Male,16,2.8637158192047187,2.9761366313273623
Site 17,3,Female,17,1.793788904389475,2.748085911692031
Site 17,3,Male,18,2.2702119750497776,3.7046137910437773
Site 17,3,Female,19,2.1045878402027447,3.0194548693221686
Site 17,3,Female,20,2.1007693846990936,3.757157921275896
Site 17,4,Male,1,2.2733810792199107,3.324341827896491
Site 17,4,Male,2,2.01211436566687,3.4494083215072937
Site 17,4,Male,3,2.315806504369835,2.4448781530357584
Site 17,4,Male,4,2.5993901453268293,3.475896091164
Site 17,4,Male,5,2.5987761974990544,3.50916556851096
Site 17,4,Female,6,1.5870346379304345,3.1773690809667503
Site 17,4,Male,7,2.465555581690719,3.087730487610358
Site 17,4,Male,8,2.8755683728516166,3.4932944855077994
Site 17,4,Female,9,2.1129791836604843,3.0192956642158837
Site 17,4,Female,10,1.9910773220720008,4.140586758134525
Site 17,4,Male,11,2.1397047145613084,2.989877671114659
Site 17,4,Male,12,2.9519259617808866,2.7265232648197393
Site 17,4,Female,13,1.8718523976903219,3.0593514721898076
Site 17,4,Male,14,1.9687168945588047,3.7375718987382185
Site 17,4,Female,15,1.7461526678997181,1.9309595396539077
Site 17,4,Male,16,2.661763588384786,3.5841212919296455
Site 17,4,Male,17,2.4920580363999685,2.807207524444462
Site 17,4,Female,18,1.9554325528480103,2.646107304992828
Site 17,4,Female,19,2.612444451233698,2.5477072157290186
Site 17,4,Male,20,3.4967357622512654,4.0660257376952105
Site 17,5,Male,1,1.953782657701848,3.665280458709317
Site 17,5,Male,2,2.8179278025683683,3.952676136101919
Site 17,5,Male,3,1.8076057521894304,3.4495171934148794
Site 17,5,Female,4,2.6170347956079554,3.143963811682198
Site 17,5,Male,5,1.9550878144635728,2.9692398872099766
Site 17,5,Male,6,3.1390048991906196,3.3371454073382654
Site 17,5,Male,7,2.544821565026033,3.89091685723386
Site 17,5,Male,8,2.8143258686765824,2.90004632269558
Site 17,5,Female,9,2.974700285247589,3.0151628841335643
Site 17,5,Male,10,1.7326917212022415,2.441037096046234
Site 17,5,Male,11,2.9815130180364013,3.7907135367921683
Site 17,5,Male,12,2.0563551979515773,2.9975601298469154
Site 17,5,Male,13,3.4884631844184937,3.8114660887809215
Site 17,5,Male,14,2.6497221364869405,3.051519923688174
Site 17,5,Male,15,2.068865699993334,3.019444164408309
Site 17,5,Female,16,3.5346373206943102,3.5176281708312698
Site 17,5,Male,17,2.6973080047736695,4.274485187683912
Site 17,5,Male,18,3.733281579731907,2.9704552478457336
Site 17,5,Male,19,2.695743711048086,3.059113551711627
Site 17,5,Male,20,2.7189382842846865,3.1518923300277306
Site 18,1,Male,1,2.8243721045922734,1.4248807769058431
Site 18,1,Male,2,3.2699327686507265,2.0645056121410468
Site 18,1,Male,3,2.377454603675102,1.416082967182581
Site 18,1,Male,4,3.1186147173076972,1.4922693601300476
Site 18,1,Male,5,2.7825055455811247,2.4158213881389554
Site 18,1,Male,6,2.4061861758439713,0.0556730201529223
Site 18,1,Male,7,2.8629856146183332,1.775819678601841
Site 18,1,Male,8,1.8084650419459427,1.6858220275890792
Site 18,1,Female,9,2.4350584729199567,1.4139583212222342
Site 18,1,Male,10,2.513327223505534,1.4283069587655626
Site 18,1,Male,11,2.699886355385486,2.12973507047456
Site 18,1,Female,12,3.432841955927016,1.4565454154652495
Site 18,1,Female,13,2.740757012126081,1.3472057603756367
Site 18,1,Male,14,1.9544164016541314,2.111361821714679
Site 18,1,Female,15,2.1965354065803346,0.349529862829695
Site 18,1,Male,16,2.2200087146920193,1.9476824466920477
Site 18,1,Female,17,2.527922683491438,1.755896010989164
Site 18,1,Female,18,2.949138334054906,1.155792530325883
Site 18,1,Male,19,2.7860615589985587,1.0222669448954402
Site 18,1,Male,20,2.656494696504517,1.9110763048893473
Site 18,2,Female,1,2.352591189311684,1.9042181001893606
Site 18,2,Male,2,2.6265351085182194,1.7686070963519367
Site 18,2,Male,3,2.5447162766072453,1.3659178175559796
Site 18,2,Male,4,2.5827636585578526,1.88957565146382
Site 18,2,Female,5,2.4067368285625323,1.8108117734530647
Site 18,2,Male,6,2.7043530973625147,1.493985292777232
Site 18,2,Female,7,2.8511230901264333,2.574941409976309
Site 18,2,Male,8,2.734473492023413,1.8036801940874272
Site 18,2,Male,9,3.4352970472394877,1.7293830058668382
Site 18,2,Male,10,2.070728196030716,1.7692096943357807
Site 18,2,Female,11,2.2807517830089243,1.7061770754565744
Site 18,2,Male,12,2.6759717891008425,0.9102655418549814
Site 18,2,Female,13,2.0366118313044184,1.2717169955186733
Site 18,2,Male,14,2.7879183710614273,0.42520575539873007
Site 18,2,Female,15,2.2526333047717637,1.6681308486109208
Site 18,2,Female,16,3.0896525287532435,1.5260249503013212
Site 18,2,Female,17,2.2147458022231694,0.8619971343418488
Site 18,2,Female,18,2.5305459684642977,2.886606743586373
Site 18,2,Female,19,3.1642059529179325,1.438671154059625
Site 18,2,Female,20,2.362341941886327,0.6926942736506214
Site 18,3,Male,1,2.2539209893676215,1.258552921229383
Site 18,3,Male,2,2.745193197846415,1.2066680797844735
Site 18,3,Male,3,2.506020847427737,2.1689655075799807
Site 18,3,Male,4,1.7119658296718576,2.334022911380041
Site 18,3,Male,5,2.640208277775082,1.4877371986693433
Site 18,3,Male,6,2.4500459197119553,1.6851393793343734
Site 18,3,Female,7,2.0091492549769283,0.7066125103367087
Site 18,3,Female,8,2.1862900755822112,1.7240446093010975
Site 18,3,Male,9,2.4225740952358397,1.3794299115770747
Site 18,3,Female,10,3.288683151684948,1.8313178926013227
Site 18,3,Female,11,2.503646356570066,1.3308035069104456
Site 18,3,Male,12,2.5200964277294533,1.8479793670455322
Site 18,3,Male,13,2.6319732617458573,1.75940392311899
Site 18,3,Male,14,1.803946328476298,1.7213951938853482
Site 18,3,Female,15,2.7300945715925984,1.4911477019469357
Site 18,3,Female,16,2.5681427013342217,0.7579506169015962
Site 18,3,Male,17,2.1107948209265017,1.8214292482497187
Site 18,3,Female,18,2.5833333563231893,2.055429728468262
Site 18,3,Female,19,2.9085074448509083,1.9027673484399394
Site 18,3,Male,20,2.0749067498732225,2.016569677143692
Site 18,4,Male,1,2.0731400081439038,2.3945249521689327
Site 18,4,Female,2,2.1261442309104432,1.6108058410043815
Site 18,4,Male,3,2.100250391323664,1.66235861439136
Site 18,4,Male,4,2.662111164465582,2.209665661213708
Site 18,4,Male,5,3.009466570342139,0.9639777629616053
Site 18,4,Male,6,2.9643652454368317,1.9354396683710438
Site 18,4,Female,7,2.9968310049066766,1.5924873977177985
Site 18,4,Male,8,3.0347073384862204,1.7197975332003514
Site 18,4,Male,9,2.6760932278786056,2.279137605961628
Site 18,4,Male,10,3.2693752477785107,2.0318649359320666
Site 18,4,Male,11,2.940549807367237,1.514398783375609
Site 18,4,Male,12,2.7139902912979177,2.4258951487835123
Site 18,4,Male,13,2.350295772692936,1.651508869904583
Site 18,4,Male,14,2.4337992773817985,1.729051290944287
Site 18,4,Male,15,2.2966047753050765,2.4394959261467832
Site 18,4,Male,16,2.842544817657826,1.4961892913166193
Site 18,4,Male,17,2.804885562479563,2.1820417841724136
Site 18,4,Male,18,2.7343923097217084,1.6790374645908197
Site 18,4,Female,19,2.914189313567363,2.347713178631653
Site 18,4,Female,20,2.518680076331889,1.551095792624272
Site 18,5,Male,1,2.8403752501350485,1.7293177237431259
Site 18,5,Male,2,2.2564605303298513,0.8062471054256021
Site 18,5,Male,3,2.8060565861468794,2.324941702794653
Site 18,5,Male,4,2.2440944909439344,1.2834121588634972
Site 18,5,Male,5,2.4586344066310666,1.7215244436167823
Site 18,5,Male,6,2.3341986281521856,1.1898363178234794
Site 18,5,Male,7,2.4501041813287214,0.6251685422812518
Site 18,5,Male,8,2.494352505625839,1.9597938993053596
Site 18,5,Male,9,2.3791648032957498,1.6514290459018266
Site 18,5,Male,10,2.144202587744616,0.6493914115618723
Site 18,5,Male,11,2.550892848085471,2.049876802951388
Site 18,5,Male,12,2.829934251410206,1.4808431066435412
Site 18,5,Female,13,2.7991347408792926,1.7488088379690558
Site 18,5,Male,14,2.669069565903462,2.3890518271513286
Site 18,5,Male,15,2.4271479119856205,2.4784242536520544
Site 18,5,Male,16,2.0414521227802336,2.003293891553582
Site 18,5,Female,17,2.14700765569728,2.2707998640882154
Site 18,5,Male,18,2.402297896899824,1.6002597854366736
Site 18,5,Male,19,2.681210639845017,1.2525971488224092
Site 18,5,Male,20,2.4941066941928076,2.1448555206389175
Site 19,1,Female,1,2.313466771866278,0.4831209208587366
Site 19,1,Male,2,2.486697584877179,1.489312723476612
Site 19,1,Male,3,2.846862519615913,2.013685272253549
Site 19,1,Male,4,2.6169240816470416,1.818899647883119
Site 19,1,Female,5,2.0131815723161925,0.8483646066610093
Site 19,1,Male,6,2.6637355041636313,1.1807211031625233
Site 19,1,Male,7,2.650899703627239,1.997337619171951
Site 19,1,Female,8,2.5255863945386894,2.296442315034324
Site 19,1,Female,9,2.6202847323063247,2.16783035854021
Site 19,1,Female,10,2.1252651165657097,1.9341365033683244
Site 19,1,Male,11,1.964766444350405,2.103823810793723
Site 19,1,Female,12,2.5869781808457537,0.5405918662888713
Site 19,1,Female,13,2.4680050642250193,1.1157352896122017
Site 19,1,Male,14,2.5297227730325673,2.205331605725142
Site 19,1,Male,15,2.6265416644263175,1.5880268711069911
Site 19,1,Female,16,2.2903436500670695,1.4883183666436712
Site 19,1,Female,17,2.379528480014407,1.5436838179187085
Site 19,1,Female,18,2.9706293690191985,1.8257253106124778
Site 19,1,Male,19,2.9230042250167796,1.6475806057903897
Site 19,1,Female,20,2.30877695471531,1.8893298108768182
Site 19,2,Female,1,2.4415150731325648,1.394932167101813
Site 19,2,Female,2,2.6016508064504014,2.145985309968267
Site 19,2,Female,3,2.8032885190922805,1.5551639828840664
Site 19,2,Male,4,2.4175580628720232,1.739032386887945
Site 19,2,Male,5,2.2915852540022916,1.9914237028244846
Site 19,2,Male,6,1.7856195748174248,1.1387468654582906
Site 19,2,Male,7,2.922823911492115,1.1370866261601251
Site 19,2,Female,8,2.6102381670657753,1.6480961555132247
Site 19,2,Male,9,3.1278865406065886,1.517001851378652
Site 19,2,Male,10,2.6848111441086173,1.8855066776395337
Site 19,2,Female,11,2.999058396447903,1.8615168894144336
Site 19,2,Male,12,2.7457319455083726,2.1682564489640828
Site 19,2,Male,13,2.619249823040845,2.6242255618241916
Site 19,2,Female,14,2.5005423863946823,1.456283526166625
Site 19,2,Male,15,2.2839721128081365,2.870509913758516
Site 19,2,Female,16,3.0558602500510013,1.3150912937179857
Site 19,2,Male,17,2.2009466347091573,2.2833744800098588
Site 19,2,Female,18,2.498896400293415,1.3917526699134035
Site 19,2,Male,19,2.637165975108187,2.0537972035496246
Site 19,2,Female,20,2.44237593816274,2.092051474864856
Site 19,3,Male,1,2.690192336637491,0.9664687726598372
Site 19,3,Male,2,3.0680561289715316,1.279129057234329
Site 19,3,Female,3,2.1441278809846875,0.8106611539272556
Site 19,3,Male,4,3.094501611387977,3.1193583023854017
Site 19,3,Male,5,2.8443959400670757,1.2533697118783946
Site 19,3,Male,6,2.814251968568313,2.851505694012559
Site 19,3,Female,7,2.6240610267581976,2.5914590583241552
Site 19,3,Female,8,2.9310614208269934,2.039641529010315
Site 19,3,Female,9,2.609120441509233,2.125848200012813
Site 19,3,Female,10,2.793885784840408,1.392211756048638
Site 19,3,Female,11,2.655308573074438,1.9036964434580543
Site 19,3,Male,12,2.39851689993871,2.61890412600295
Site 19,3,Male,13,2.800323038890266,1.5956177548424602
Site 19,3,Male,14,2.7891451439470636,2.483763658103203
Site 19,3,Female,15,2.2156918120826146,1.810289284750413
Site 19,3,Female,16,2.9036867289095136,1.9130328042041316
Site 19,3,Female,17,2.9155662966234357,1.4061229227954903
Site 19,3,Male,18,2.5421862129030757,1.5866563919786996
Site 19,3,Female,19,2.621267519904121,1.4863279085566636
Site 19,3,Female,20,2.126737827240503,1.3099181515796738
Site 19,4,Male,1,2.713256815912126,1.1919656818376587
Site 19,4,Female,2,2.617394113466902,1.0942318015296815
Site 19,4,Female,3,2.336717333166725,1.4918427532512288
Site 19,4,Female,4,1.862351446791032,1.260712227522481
Site 19,4,Male,5,2.46946920568698,1.2287114590948607
Site 19,4,Female,6,1.8535565939466137,1.602934169111986
Site 19,4,Male,7,2.13926233685517,1.9631467013318158
Site 19,4,Female,8,2.188443680893633,1.1041424645230453
Site 19,4,Female,9,2.524007469445358,1.289222922717161
Site 19,4,Male,10,2.631799438081033,1.922324162949284
Site 19,4,Male,11,2.8954253534860066,1.7085937532967015
Site 19,4,Female,12,2.95308228238469,1.394666073047448
Site 19,4,Female,13,2.8571295593912085,1.4632063473045773
Site 19,4,Female,14,2.8549016023619247,0.9944527228304796
Site 19,4,Female,15,3.2210053309472975,1.2815705038629557
Site 19,4,Male,16,2.315665642998115,1.4159197210154129
Site 19,4,Female,17,2.8155605035462763,0.7552937049159131
Site 19,4,Female,18,2.7253873718098065,1.9310849825676337
Site 19,4,Male,19,2.1212050228975836,1.519173043763823
Site 19,4,Male,20,2.1431286727815806,2.131147805041288
Site 19,5,Male,1,2.271763077078118,1.1529000301852792
Site 19,5,Male,2,2.4709146761293193,1.4517034637402402
Site 19,5,Female,3,1.7907993965073568,1.527443094573995
Site 19,5,Male,4,2.0590400220054486,2.279382243204803
Site 19,5,Female,5,3.2873835401907487,1.9448773259693837
Site 19,5,Female,6,2.2376865323803545,1.6794362265583798
Site 19,5,Female,7,2.6240226630569197,1.9512963345927097
Site 19,5,Male,8,3.0961071283589883,1.3066740037411453
Site 19,5,Male,9,2.3021407355221184,2.2868116676005688
Site 19,5,Male,10,2.751832647243953,1.533853079790153
Site 19,5,Male,11,2.5583535609286714,2.0757198708050177
Site 19,5,Female,12,2.0751185131481376,2.0842684386813066
Site 19,5,Male,13,2.086991991640361,1.1737626004417008
Site 19,5,Female,14,3.4553396893628867,1.7776655404716974
Site 19,5,Female,15,2.0544240330074195,1.9831899881022808
Site 19,5,Male,16,2.6715159193868088,1.1240554240794436
Site 19,5,Female,17,2.5717012943879234,1.8506802426434157
Site 19,5,Male,18,2.15852114163942,1.7217695492950569
Site 19,5,Female,19,2.8808321585770216,1.608326989478139
Site 19,5,Female,20,2.8204691999115385,1.1342042265801102
Site 20,1,Male,1,1.6766129157516865,0.832752027264794
Site 20,1,Female,2,2.0438061500431925,0.7077429762491211
Site 20,1,Female,3,2.030907044942785,1.2340103271182388
Site 20,1,Male,4,2.0045107074576274,0.6329221869846767
